0.6462	1.143	0.9942	0.7457	0.6959	0.2486	0	0	0.2486	0.2486	0.2486	0.2486	0.2486	0	0	0.4971	0.4971	0.4971	0.4971	0
0.2486	0	0	0	0	0	0	0	0	0	0	0.3314	0.4971	0.4971	0.4971	0.4971	0.3314	0	0	0
0	0	0.4971	0.4971	0.4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2486	0.2486	0	0	0.4971	0.4971	0.4971	0.4971	0	0	0	0	0	0	0	0	0	0	0	0
0.5717	0.5965	0.4971	0.4971	0.4971	0.2734	0.2486	0	0.4971	0.4971	0.4971	0.4971	0	0	0	0	0	0.2486	0.6959	1.392
0.4971	0.6628	0.7457	0.7457	0.9694	0.7457	0.2983	0.2486	0	0	0	0	0	0.2841	0.4971	0.4971	0.4971	0.3977	0.2486	0
2.51	1.665	1.118	0.9942	0.2486	0.2486	0.2486	0.2983	0.3977	0.6462	0.7457	0.7457	0.5717	0	0	0	0	0	0	0
0.4971	0.7705	1.044	0.9942	0.9942	0.8202	0.6462	0	0	0.2486	0.2486	0.2983	0.4971	0.522	0.4971	0.3231	1.566	1.74	1.566	1.79
19.06	12.15	11.48	14.74	20.23	21.92	20.08	15.29	10.39	8.625	10.99	20.18	24.61	22.54	17.52	0.4557	0	0	0	0.4971
0.4971	0.4971	0.4971	0	0	0	0	0	0	0.2486	0.2486	0.2486	0.2486	0.3977	0.2486	0.2486	0.5965	1.044	1.715	2.436
10.54	9.868	6.313	5.244	4.722	4.325	1.939	1.466	0.9694	0.7208	0.8451	0.9942	0.4971	0.6391	1.442	2.113	2.684	2.684	1.392	0.9942
9.196	11.46	11.98	9.992	5.94	1.292	0.4971	0.2486	0.3231	0.7457	0.7457	0.6462	0.3728	1.417	3.206	8.799	13.2	13.79	13.77	10.29
0.8202	0.2486	0.2486	0.6462	0.7457	0.7457	0.5468	0.2486	0	0	0	0	0	0	0	0	0.4971	0.4971	0.9942	0.9942
0.2486	0.2486	0.2486	0.2486	0.2486	0	0	0	0	0	0	0	0	0	0	0	0.2486	0.2486	0.2486	0.2486
0	0	0.4971	0.4971	0.4971	0	0.2486	0.2486	0.2734	0.4971	0.4722	0.2486	0.2486	0.2486	0	0	0	0.2486	0.4971	0.8948
0.5468	0.2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4971	0.4971
0.5965	0.9942	0.9942	0.4971	0	0	0	0	0	0	0	0	0	0.29	1.044	1.491	1.292	0.9445	0.3866	0
0.9942	0.8699	0.6959	0	0	0	0.2486	0.2486	0.4971	0.4971	0.4971	0.2486	0.2486	0	0	0	0	0	0	0
0.4225	0.7457	0.7457	0.6959	0.6214	0.348	0.2486	0.2486	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2486	0.2486
3.157	1.541	1.243	1.019	0.8078	0	0	0	0.4261	0.4971	0.4971	0.4971	0.4225	0	0	0	0	0	0	0
1.069	2.162	2.436	2.411	1.79	1.094	0.7457	0.7457	0	0	0	0.4971	0.4971	0.4971	0.5468	0.9445	1.392	1.491	1.491	0.9445
4.573	6.636	7.059	6.959	5.717	3.654	1.268	0.6959	0.4225	0.2486	0	0	0	0.4971	0.6462	0.9942	1.839	3.679	4.847	4.847
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4971	0.7208	0.7457	0.348	0.2486
0	0	0	0	0	0	0	0	0	0	0	0.4971	0.4971	0.4971	0.4971	0	0	0	0	0
0.5468	0.9942	0.7954	0.6462	0.2486	0	0	0	0	0	0	0	0	0	0	0.4971	0.4971	0.4971	0.6462	0.9942
