Uniprot_ID;HEK293;MCF10A;U2OS;GO_RBP;RBP_Capture
P62249;1;0;1;TRUE;TRUE
P62258;1;1;0;TRUE;TRUE
P62263;1;1;1;TRUE;TRUE
P62266;1;0;1;TRUE;TRUE
P62269;1;1;1;TRUE;TRUE
P62277;1;1;1;TRUE;TRUE
P62280;1;1;1;TRUE;TRUE
P62333;0;0;1;FALSE;FALSE
P62424;1;1;1;TRUE;TRUE
P62495;1;0;0;TRUE;TRUE
P62633;1;1;1;TRUE;TRUE
P62701;1;1;1;TRUE;TRUE
P62750;1;1;1;TRUE;TRUE
P62753;1;1;1;TRUE;TRUE
P62805;1;1;1;TRUE;TRUE
P62826;1;1;1;TRUE;TRUE
P62829;1;1;1;TRUE;TRUE
P62841;1;1;1;TRUE;TRUE
P62847;1;1;1;TRUE;TRUE
P62851;1;1;1;TRUE;TRUE
P62854;0;1;0;TRUE;TRUE
P62857;1;1;0;TRUE;TRUE
P62861;1;1;1;TRUE;TRUE
P62873;0;1;0;FALSE;FALSE
P62888;1;0;1;TRUE;TRUE
P62899;1;1;1;TRUE;TRUE
P62906;1;0;1;TRUE;TRUE
P62910;1;1;1;TRUE;TRUE
P62913;1;1;1;TRUE;TRUE
P62917;1;1;1;TRUE;TRUE
P62993;1;0;1;TRUE;TRUE
P62995;1;1;1;TRUE;TRUE
P63010;1;0;1;FALSE;FALSE
P63104;1;1;1;TRUE;TRUE
P63151;1;1;0;FALSE;FALSE
P63167;1;1;0;FALSE;FALSE
P63208;0;1;0;FALSE;FALSE
P63244;1;1;1;TRUE;TRUE
P67809;1;1;1;TRUE;TRUE
P68366;0;1;0;FALSE;FALSE
P68371;1;1;1;TRUE;FALSE
P68402;0;1;0;FALSE;FALSE
P78316;1;0;1;TRUE;TRUE
P78332;1;1;1;TRUE;TRUE
P78344;1;1;1;TRUE;TRUE
P78346;0;1;0;TRUE;TRUE
P78347;1;1;0;FALSE;FALSE
P78371;1;1;1;FALSE;TRUE
P78406;0;0;1;TRUE;FALSE
P78417;0;1;0;FALSE;FALSE
P78527;1;1;1;TRUE;TRUE
P80723;0;1;0;FALSE;TRUE
P82675;1;0;1;TRUE;TRUE
P82933;0;0;1;TRUE;TRUE
P82970;1;1;0;TRUE;TRUE
P83731;1;1;1;TRUE;TRUE
P84090;1;1;1;TRUE;TRUE
P84098;1;1;1;TRUE;TRUE
P84103;1;1;1;TRUE;TRUE
P98175;1;1;1;TRUE;TRUE
P98179;1;1;1;TRUE;TRUE
Q00325;0;1;0;FALSE;FALSE
Q00341;1;1;1;TRUE;TRUE
Q00535;1;0;0;FALSE;FALSE
Q00577;1;1;1;TRUE;TRUE
Q00610;1;1;1;TRUE;TRUE
Q00653;0;0;1;FALSE;FALSE
Q00688;1;0;0;TRUE;TRUE
Q00839;1;1;1;TRUE;TRUE
Q01081;1;1;1;TRUE;TRUE
Q01085;1;1;1;TRUE;TRUE
Q01105;1;1;1;FALSE;FALSE
Q01130;1;1;1;TRUE;TRUE
Q01433;1;0;1;FALSE;FALSE
Q01469;0;1;1;FALSE;FALSE
Q01518;1;1;0;FALSE;FALSE
Q01581;0;0;1;FALSE;FALSE
Q01780;1;1;1;TRUE;TRUE
Q01804;1;1;1;TRUE;TRUE
Q01844;1;1;1;TRUE;TRUE
Q01968;1;0;0;FALSE;FALSE
Q01970;0;1;1;FALSE;FALSE
Q02040;1;1;0;TRUE;TRUE
Q02218;0;1;1;FALSE;FALSE
Q02224;1;0;1;FALSE;FALSE
Q02241;1;1;1;FALSE;FALSE
Q02543;1;1;1;TRUE;TRUE
Q02750;0;1;0;FALSE;FALSE
Q02790;1;1;1;TRUE;TRUE
Q02878;1;1;1;TRUE;TRUE
Q02880;1;0;1;FALSE;FALSE
Q02952;1;0;0;FALSE;FALSE
Q03001;1;1;1;FALSE;TRUE
Q03164;1;1;0;FALSE;FALSE
Q03252;1;1;1;FALSE;FALSE
Q03701;1;1;1;TRUE;TRUE
Q04446;0;1;0;FALSE;FALSE
Q04637;1;1;1;TRUE;TRUE
Q04726;1;0;0;FALSE;FALSE
Q04760;1;0;0;FALSE;FALSE
Q05048;1;0;0;TRUE;TRUE
Q05086;0;1;0;FALSE;FALSE
Q05209;0;1;1;FALSE;TRUE
Q05397;0;0;1;FALSE;FALSE
Q05519;1;1;1;TRUE;TRUE
Q05682;1;1;1;FALSE;TRUE
Q06124;1;0;0;FALSE;FALSE
Q06203;1;0;0;FALSE;FALSE
Q06210;1;1;1;FALSE;FALSE
Q06787;1;1;0;TRUE;TRUE
Q07020;1;1;1;TRUE;TRUE
Q07021;0;1;0;TRUE;FALSE
Q07065;1;1;1;TRUE;TRUE
Q07157;1;1;1;FALSE;FALSE
Q07666;1;1;1;TRUE;TRUE
Q07864;1;0;1;FALSE;FALSE
Q07866;0;1;0;FALSE;FALSE
Q07955;1;1;1;TRUE;TRUE
Q08170;1;1;1;TRUE;TRUE
Q08211;1;1;1;TRUE;TRUE
Q08378;1;1;1;FALSE;FALSE
Q08379;1;1;1;FALSE;FALSE
Q08752;0;1;0;FALSE;TRUE
Q08945;1;1;1;TRUE;TRUE
Q08AD1;0;1;0;FALSE;FALSE
Q08J23;1;1;1;TRUE;TRUE
Q09028;1;1;1;FALSE;FALSE
Q09161;1;0;0;TRUE;TRUE
Q09666;1;1;1;TRUE;TRUE
Q10471;0;0;1;FALSE;FALSE
Q10567;1;0;1;FALSE;FALSE
Q10570;1;0;1;TRUE;FALSE
Q12765;0;0;1;FALSE;FALSE
Q12768;0;0;1;FALSE;FALSE
Q12769;1;0;1;FALSE;FALSE
Q12788;1;1;1;TRUE;TRUE
Q12789;1;1;1;FALSE;FALSE
Q12792;0;1;0;FALSE;FALSE
Q12802;1;1;1;FALSE;FALSE
Q12830;1;0;0;FALSE;FALSE
Q12834;0;0;1;FALSE;TRUE
Q12849;1;1;1;TRUE;TRUE
Q12872;1;0;0;TRUE;FALSE
Q12888;1;1;1;FALSE;FALSE
Q12899;1;0;0;FALSE;FALSE
Q12904;1;1;1;TRUE;TRUE
Q12905;1;1;1;TRUE;TRUE
Q12906;1;1;1;TRUE;TRUE
Q12923;1;0;1;FALSE;FALSE
Q12926;1;0;1;TRUE;TRUE
Q12931;1;0;1;TRUE;TRUE
Q12955;1;0;0;FALSE;TRUE
Q12959;0;1;0;FALSE;FALSE
Q12986;0;0;1;TRUE;TRUE
Q13045;1;1;1;FALSE;FALSE
Q13084;1;1;1;TRUE;TRUE
Q13085;1;1;1;FALSE;FALSE
Q13111;1;0;0;FALSE;FALSE
Q13123;1;1;1;FALSE;FALSE
Q13131;1;0;1;FALSE;FALSE
Q13136;1;1;1;FALSE;FALSE
Q13148;1;1;1;TRUE;TRUE
Q13151;1;1;1;TRUE;TRUE
Q13155;1;1;1;FALSE;FALSE
Q13177;1;1;0;FALSE;FALSE
Q13185;1;1;1;FALSE;FALSE
Q13200;1;1;1;FALSE;FALSE
Q13206;1;0;1;TRUE;TRUE
Q13242;1;1;1;TRUE;TRUE
Q13243;1;1;1;TRUE;TRUE
Q13247;1;1;1;TRUE;TRUE
Q13263;1;1;1;TRUE;TRUE
Q13283;1;1;1;TRUE;TRUE
Q13310;1;1;1;TRUE;TRUE
Q13315;1;0;1;FALSE;FALSE
Q13347;1;0;0;TRUE;TRUE
Q13395;1;0;0;TRUE;FALSE
Q13409;1;1;1;FALSE;TRUE
Q13418;0;0;1;FALSE;FALSE
Q13423;0;0;1;FALSE;FALSE
Q13425;1;0;0;TRUE;TRUE
Q13427;1;1;1;TRUE;TRUE
Q13428;1;1;1;TRUE;TRUE
Q13435;1;1;1;TRUE;TRUE
Q13442;0;1;0;TRUE;TRUE
Q13451;0;1;0;FALSE;FALSE
Q13459;0;0;1;FALSE;FALSE
Q13464;1;1;0;FALSE;FALSE
Q13472;1;0;0;FALSE;FALSE
Q13492;0;0;1;FALSE;FALSE
Q13501;1;1;1;FALSE;FALSE
Q13523;1;1;1;TRUE;TRUE
Q13526;1;0;0;FALSE;FALSE
Q13535;1;0;1;FALSE;FALSE
Q13541;0;1;0;FALSE;FALSE
Q13547;1;0;0;FALSE;FALSE
Q13573;1;1;1;TRUE;TRUE
Q13595;1;1;1;TRUE;TRUE
Q13601;0;1;0;TRUE;TRUE
Q13620;1;0;0;FALSE;FALSE
Q13625;1;0;1;FALSE;FALSE
Q13642;1;0;0;FALSE;FALSE
Q13643;0;0;1;FALSE;FALSE
Q13813;1;1;1;FALSE;TRUE
Q13823;1;1;1;TRUE;TRUE
Q13838;1;0;1;TRUE;TRUE
Q13885;1;0;0;FALSE;FALSE
Q13895;1;1;1;TRUE;TRUE
Q14008;1;1;1;FALSE;FALSE
Q14011;1;1;1;TRUE;TRUE
Q14103;1;1;1;TRUE;TRUE
Q14137;1;1;1;TRUE;TRUE
Q14146;0;0;1;FALSE;TRUE
Q14151;1;1;1;TRUE;TRUE
Q14152;1;1;1;TRUE;TRUE
Q14157;1;1;1;TRUE;TRUE
Q14160;1;1;1;FALSE;FALSE
Q14166;1;1;1;FALSE;FALSE
Q14192;0;1;1;FALSE;FALSE
Q14195;1;0;1;FALSE;FALSE
Q14202;1;0;1;FALSE;FALSE
Q14203;1;1;1;FALSE;FALSE
Q14204;1;1;1;TRUE;TRUE
Q14241;1;1;0;FALSE;TRUE
Q14247;1;1;1;FALSE;TRUE
Q14258;1;1;1;TRUE;TRUE
Q14318;1;0;0;FALSE;FALSE
Q14444;1;1;1;TRUE;TRUE
Q14498;1;1;1;TRUE;TRUE
Q14562;1;0;1;TRUE;TRUE
Q14566;1;0;1;FALSE;FALSE
Q14571;1;0;0;FALSE;FALSE
Q14573;1;1;1;FALSE;FALSE
Q14669;1;1;1;FALSE;FALSE
Q14671;1;1;1;TRUE;TRUE
Q14674;0;0;1;FALSE;FALSE
Q14676;1;1;1;FALSE;FALSE
Q14677;1;1;1;FALSE;FALSE
Q14683;1;1;0;TRUE;TRUE
Q14684;1;1;1;TRUE;TRUE
Q14690;1;1;1;TRUE;TRUE
Q14692;1;1;1;TRUE;TRUE
Q14694;1;1;1;TRUE;TRUE
Q14739;1;0;1;TRUE;TRUE
Q14789;1;1;1;TRUE;TRUE
Q14839;1;1;1;FALSE;FALSE
Q14847;1;1;1;FALSE;TRUE
Q14966;1;1;1;TRUE;TRUE
Q14974;1;1;1;TRUE;TRUE
Q14978;1;1;1;TRUE;TRUE
Q14997;1;0;1;FALSE;FALSE
Q14BN4;0;1;1;FALSE;FALSE
Q14C86;1;1;1;FALSE;FALSE
Q14CX7;1;0;0;FALSE;FALSE
Q15003;1;1;1;FALSE;FALSE
Q15008;1;1;1;FALSE;FALSE
Q15019;0;1;0;FALSE;FALSE
Q15020;1;1;1;TRUE;TRUE
Q15021;1;0;1;FALSE;FALSE
Q15022;1;0;0;TRUE;FALSE
Q15029;1;1;1;TRUE;TRUE
Q15032;1;0;1;TRUE;TRUE
Q15042;1;1;1;FALSE;FALSE
Q15046;1;1;1;TRUE;FALSE
Q15047;1;0;0;FALSE;FALSE
Q15050;1;1;1;TRUE;TRUE
Q15056;1;1;1;TRUE;TRUE
Q15058;1;1;1;FALSE;FALSE
Q15059;1;1;0;FALSE;FALSE
Q15061;1;1;1;TRUE;TRUE
Q15075;1;1;0;FALSE;FALSE
Q15084;1;1;1;FALSE;FALSE
Q15102;1;0;0;FALSE;TRUE
Q15149;1;1;1;TRUE;TRUE
Q15154;1;1;1;FALSE;FALSE
Q15181;1;1;0;FALSE;FALSE
Q15185;0;1;0;FALSE;FALSE
Q15233;1;1;1;TRUE;TRUE
Q15269;1;1;1;TRUE;TRUE
Q15287;1;1;1;TRUE;TRUE
Q15334;1;0;1;FALSE;FALSE
Q15365;1;1;1;TRUE;TRUE
Q15366;1;1;1;TRUE;TRUE
Q15393;1;1;1;TRUE;FALSE
Q15397;1;0;0;TRUE;TRUE
Q15398;0;0;1;FALSE;FALSE
Q15417;1;0;1;FALSE;TRUE
Q15424;1;1;1;TRUE;TRUE
Q15427;1;1;1;TRUE;TRUE
Q15434;1;1;1;TRUE;TRUE
Q15436;1;1;1;FALSE;FALSE
Q15437;1;1;1;FALSE;FALSE
Q15459;1;1;1;TRUE;TRUE
Q15477;1;0;1;TRUE;FALSE
Q15631;0;1;0;TRUE;FALSE
Q15633;1;0;0;TRUE;FALSE
Q15637;1;1;1;TRUE;TRUE
Q15643;0;0;1;FALSE;FALSE
Q15645;1;0;0;FALSE;FALSE
Q15654;1;1;1;TRUE;TRUE
Q15691;1;1;0;TRUE;TRUE
Q15717;1;1;1;TRUE;TRUE
Q15751;1;0;1;FALSE;FALSE
Q15785;0;0;1;FALSE;FALSE
Q15942;1;1;1;TRUE;TRUE
Q16181;0;1;0;FALSE;TRUE
Q16186;0;1;0;FALSE;FALSE
Q16401;0;1;0;FALSE;FALSE
Q16513;1;0;1;TRUE;TRUE
Q16527;1;0;1;FALSE;FALSE
Q16531;1;1;1;FALSE;FALSE
Q16543;1;1;1;FALSE;FALSE
Q16555;1;1;1;FALSE;FALSE
Q16576;1;1;1;TRUE;FALSE
Q16625;0;1;0;FALSE;FALSE
Q16629;1;1;1;TRUE;TRUE
Q16630;1;1;1;TRUE;TRUE
Q16637;1;1;1;TRUE;FALSE
Q16643;1;1;1;FALSE;FALSE
Q16658;1;1;1;TRUE;TRUE
Q16666;0;1;0;TRUE;TRUE
Q16822;0;1;0;FALSE;FALSE
Q16881;0;1;1;FALSE;FALSE
Q16891;1;1;1;TRUE;TRUE
Q1ED39;1;0;0;TRUE;TRUE
Q1KMD3;1;1;1;TRUE;TRUE
Q27J81;0;1;1;FALSE;FALSE
Q29RF7;1;1;1;FALSE;TRUE
Q2M2I8;0;0;1;FALSE;FALSE
Q2NL82;1;1;1;TRUE;TRUE
Q2TAY7;1;1;1;FALSE;FALSE
Q32MZ4;1;1;1;TRUE;FALSE
Q3KQU3;0;1;0;FALSE;FALSE
Q3SY69;0;1;0;FALSE;FALSE
Q460N5;0;0;1;FALSE;FALSE
Q49A88;1;0;1;FALSE;FALSE
Q4G0J3;1;1;1;TRUE;TRUE
Q4V328;1;0;0;FALSE;FALSE
Q52LJ0;1;1;0;TRUE;TRUE
Q52LW3;0;0;1;FALSE;FALSE
Q53EL6;1;1;0;TRUE;FALSE
Q53EP0;0;0;1;TRUE;TRUE
Q53EZ4;1;0;1;FALSE;FALSE
Q53LP3;0;1;0;FALSE;FALSE
Q562E7;0;0;1;FALSE;FALSE
Q5BJF6;1;1;0;FALSE;FALSE
Q5BKZ1;1;1;1;TRUE;TRUE
Q5C9Z4;1;0;0;TRUE;TRUE
Q5H9R7;1;0;1;FALSE;FALSE
Q5JRX3;1;1;1;FALSE;FALSE
Q5JSZ5;1;1;1;TRUE;TRUE
Q5JTH9;1;1;1;TRUE;TRUE
Q5JTZ9;1;0;0;TRUE;FALSE
Q5M775;1;0;0;FALSE;FALSE
Q5QJE6;1;1;1;TRUE;TRUE
Q5SRE5;1;0;1;FALSE;FALSE
Q5SSJ5;0;1;0;FALSE;FALSE
Q5ST30;0;0;1;FALSE;FALSE
Q5SW79;1;1;1;FALSE;FALSE
Q5SY16;1;1;1;TRUE;FALSE
Q5SYE7;0;1;0;FALSE;FALSE
Q5T200;1;1;0;TRUE;TRUE
Q5T3I0;1;1;1;TRUE;TRUE
Q5T447;1;0;0;FALSE;FALSE
Q5T4S7;1;1;1;FALSE;FALSE
Q5T5U3;0;1;0;FALSE;FALSE
Q5T653;1;0;0;TRUE;TRUE
Q5T6F2;1;1;1;TRUE;TRUE
Q5T8P6;1;1;1;TRUE;TRUE
Q5T9A4;1;0;1;FALSE;FALSE
Q5TAX3;1;0;0;TRUE;TRUE
Q5UIP0;1;1;1;FALSE;FALSE
Q5VT06;1;1;1;FALSE;FALSE
Q5VT25;1;0;0;FALSE;FALSE
Q5VT52;1;1;0;FALSE;TRUE
Q5VTL8;1;1;0;TRUE;TRUE
Q5VTR2;1;0;0;TRUE;FALSE
Q5VUA4;1;1;1;FALSE;FALSE
Q5VW36;0;0;1;FALSE;FALSE
Q5VWN6;1;0;0;FALSE;FALSE
Q5VYK3;1;0;1;FALSE;FALSE
Q5VZL5;1;0;0;FALSE;FALSE
Q5W0B1;1;0;0;FALSE;FALSE
Q63HN8;1;1;1;FALSE;FALSE
Q63ZY3;0;0;1;FALSE;FALSE
Q658Y4;0;0;1;FALSE;FALSE
Q66K74;1;0;1;FALSE;FALSE
Q66PJ3;1;1;0;TRUE;TRUE
Q68CZ2;0;0;1;FALSE;FALSE
Q68DQ2;0;0;1;FALSE;FALSE
Q68E01;1;0;1;FALSE;FALSE
Q69YN4;0;0;1;TRUE;TRUE
Q69YQ0;0;1;1;FALSE;FALSE
Q6AI08;0;0;1;TRUE;TRUE
Q6DD88;0;1;0;FALSE;FALSE
Q6DKI1;1;0;1;TRUE;TRUE
Q6IQ32;0;0;1;FALSE;FALSE
Q6IQ49;0;1;0;FALSE;FALSE
Q6KC79;1;1;0;FALSE;FALSE
Q6L8Q7;1;0;0;FALSE;FALSE
Q6NYC1;1;1;0;TRUE;FALSE
Q6NYC8;0;1;1;FALSE;FALSE
Q6NZI2;0;1;0;TRUE;TRUE
Q6NZY4;1;1;1;TRUE;TRUE
Q6P158;1;0;1;TRUE;TRUE
Q6P1J9;1;0;0;FALSE;FALSE
Q6P1N0;1;0;0;FALSE;FALSE
Q6P2E9;1;1;1;FALSE;TRUE
Q6P2H3;1;0;1;FALSE;FALSE
Q6P2Q9;1;1;1;TRUE;TRUE
Q6P5R6;0;1;1;TRUE;TRUE
Q6P6C2;1;0;0;TRUE;TRUE
Q6P9B6;0;1;0;FALSE;FALSE
Q6PD62;1;1;1;FALSE;FALSE
Q6PGP7;1;0;1;FALSE;FALSE
Q6PJG2;0;0;1;FALSE;FALSE
Q6PJG6;1;1;1;FALSE;FALSE
Q6PJT7;1;1;1;TRUE;TRUE
Q6PK04;1;1;1;TRUE;TRUE
Q6PKG0;1;1;1;TRUE;TRUE
Q6PL18;1;0;1;FALSE;FALSE
Q6R327;0;0;1;FALSE;FALSE
Q6UB35;1;0;1;FALSE;FALSE
Q6UN15;1;1;1;TRUE;TRUE
Q6VMQ6;1;1;0;FALSE;FALSE
Q6WCQ1;1;1;1;FALSE;FALSE
Q6XZF7;0;0;1;FALSE;FALSE
Q6Y7W6;1;1;1;TRUE;TRUE
Q6YHU6;0;0;1;FALSE;FALSE
Q6ZNB6;1;1;0;FALSE;FALSE
Q6ZNJ1;0;0;1;FALSE;FALSE
Q6ZRS2;1;0;1;FALSE;FALSE
Q6ZRV2;0;1;1;FALSE;FALSE
Q6ZS17;0;0;1;FALSE;FALSE
Q6ZSR9;0;0;1;FALSE;FALSE
Q6ZT12;0;0;1;FALSE;FALSE
Q6ZU80;1;0;1;FALSE;FALSE
Q6ZWJ1;1;0;0;FALSE;FALSE
Q709C8;1;0;1;FALSE;FALSE
Q70CQ2;1;0;0;FALSE;FALSE
Q71RC2;1;1;1;TRUE;TRUE
Q76FK4;1;0;1;TRUE;TRUE
Q7KZ85;1;1;1;TRUE;TRUE
Q7KZF4;1;1;1;TRUE;TRUE
Q7L014;1;1;1;TRUE;TRUE
Q7L0Y3;1;1;1;TRUE;TRUE
Q7L2E3;1;1;1;TRUE;TRUE
Q7L2J0;1;1;1;TRUE;TRUE
Q7L4I2;1;1;0;TRUE;TRUE
Q7L576;1;1;1;TRUE;FALSE
Q7LBC6;1;1;1;FALSE;FALSE
Q7RTV0;1;0;0;TRUE;TRUE
Q7Z2T5;1;1;0;TRUE;TRUE
Q7Z2W4;1;1;1;TRUE;TRUE
Q7Z3K3;1;0;1;FALSE;FALSE
Q7Z3U7;1;0;1;FALSE;FALSE
Q7Z406;1;0;1;FALSE;TRUE
Q7Z417;1;1;1;TRUE;TRUE
Q7Z434;0;1;0;FALSE;FALSE
Q7Z460;1;0;1;FALSE;FALSE
Q7Z478;1;0;1;TRUE;TRUE
Q7Z4H7;1;0;0;FALSE;FALSE
Q7Z4Q2;1;0;0;FALSE;FALSE
Q7Z4V5;1;1;1;FALSE;FALSE
Q7Z5K2;1;0;0;FALSE;FALSE
Q7Z5L9;1;1;1;FALSE;FALSE
Q7Z6E9;1;1;1;TRUE;TRUE
Q7Z6Z7;1;1;1;TRUE;TRUE
Q7Z739;1;1;1;TRUE;TRUE
Q86SQ0;0;0;1;FALSE;FALSE
Q86TB9;1;1;1;TRUE;TRUE
Q86U38;1;0;0;TRUE;TRUE
Q86U42;1;1;1;TRUE;TRUE
Q86UE4;1;1;1;TRUE;TRUE
Q86UK7;1;1;1;TRUE;TRUE
Q86UU0;0;0;1;FALSE;FALSE
Q86UU1;0;1;1;FALSE;FALSE
Q86V48;1;1;1;FALSE;FALSE
Q86V81;1;1;1;TRUE;TRUE
Q86VI3;0;0;1;FALSE;FALSE
Q86VM9;1;1;1;TRUE;TRUE
Q86VP6;1;1;1;FALSE;TRUE
Q86W92;0;0;1;FALSE;FALSE
Q86X10;0;0;1;FALSE;FALSE
Q86X55;1;1;0;FALSE;FALSE
Q86XI2;1;0;1;FALSE;FALSE
Q86XL3;1;0;0;FALSE;FALSE
Q86XP3;1;1;1;TRUE;TRUE
Q86XZ4;0;1;1;TRUE;TRUE
Q86Y56;1;1;1;FALSE;FALSE
Q86Y91;0;0;1;FALSE;FALSE
Q86YP4;1;0;0;FALSE;FALSE
Q86YT6;1;1;0;FALSE;FALSE
Q8IU81;1;0;0;FALSE;FALSE
Q8IUD2;0;0;1;FALSE;FALSE
Q8IUH3;1;0;1;TRUE;TRUE
Q8IVF2;0;1;1;FALSE;FALSE
Q8IW35;0;0;1;FALSE;FALSE
Q8IWA0;1;1;1;TRUE;TRUE
Q8IWC1;0;1;1;FALSE;FALSE
Q8IWI9;1;0;1;FALSE;FALSE
Q8IWJ2;1;0;1;FALSE;FALSE
Q8IWR0;1;1;1;TRUE;TRUE
Q8IWS0;1;0;0;TRUE;TRUE
Q8IWV8;0;0;1;FALSE;FALSE
Q8IWX8;1;1;1;TRUE;TRUE
Q8IWZ3;1;1;1;TRUE;TRUE
Q8IWZ8;1;0;0;TRUE;TRUE
Q8IX01;1;1;1;TRUE;TRUE
Q8IX12;1;1;1;TRUE;TRUE
Q8IXI1;0;0;1;FALSE;FALSE
Q8IXM3;1;0;0;TRUE;TRUE
Q8IXT5;1;1;1;TRUE;TRUE
Q8IXW5;1;0;0;FALSE;FALSE
Q8IY33;0;0;1;FALSE;FALSE
Q8IY37;1;1;1;TRUE;FALSE
Q8IY63;1;0;0;FALSE;FALSE
Q8IY67;1;1;1;TRUE;TRUE
Q8IY81;1;1;1;TRUE;TRUE
Q8IYB3;1;1;1;TRUE;TRUE
Q8IYB5;1;0;1;FALSE;FALSE
Q8IYS1;1;0;0;FALSE;FALSE
Q8IZ69;1;0;0;TRUE;TRUE
Q8IZ83;1;0;1;FALSE;FALSE
Q8IZH2;1;1;1;TRUE;TRUE
Q8IZL8;1;1;1;TRUE;TRUE
Q8IZQ1;1;0;1;FALSE;FALSE
Q8N0X7;1;0;0;FALSE;FALSE
Q8N0Z3;1;0;0;FALSE;FALSE
Q8N122;1;0;1;FALSE;FALSE
Q8N163;1;1;1;TRUE;TRUE
Q8N1F7;1;0;1;FALSE;FALSE
Q8N1G0;1;0;0;FALSE;FALSE
Q8N1G2;1;0;0;FALSE;FALSE
Q8N1G4;1;1;1;TRUE;TRUE
Q8N201;1;0;1;FALSE;FALSE
Q8N2M8;1;0;0;FALSE;FALSE
Q8N3C0;1;0;1;TRUE;TRUE
Q8N3F8;0;1;1;FALSE;FALSE
Q8N3R9;1;0;0;FALSE;FALSE
Q8N488;1;0;0;FALSE;FALSE
Q8N5F7;1;1;0;TRUE;TRUE
Q8N5L8;1;0;1;TRUE;TRUE
Q8N5P1;1;1;0;TRUE;TRUE
Q8N684;1;1;1;TRUE;TRUE
Q8N6T3;0;0;1;FALSE;FALSE
Q8N7H5;1;1;1;FALSE;FALSE
Q8N8A6;1;0;1;TRUE;TRUE
Q8N8S7;1;1;1;FALSE;FALSE
Q8N983;1;1;0;TRUE;TRUE
Q8N9T8;1;1;0;TRUE;TRUE
Q8NAF0;1;0;0;TRUE;TRUE
Q8NAV1;1;1;0;TRUE;TRUE
Q8NB46;0;0;1;FALSE;FALSE
Q8NBS9;1;1;1;FALSE;TRUE
Q8NC51;1;1;1;TRUE;TRUE
Q8NCA5;1;1;1;TRUE;TRUE
Q8NCG7;0;0;1;FALSE;FALSE
Q8NCM8;1;0;0;FALSE;TRUE
Q8ND04;1;0;1;FALSE;FALSE
Q8ND24;1;1;0;FALSE;FALSE
Q8ND56;1;1;1;TRUE;TRUE
Q8NDT2;1;1;1;TRUE;TRUE
Q8NE71;1;1;1;TRUE;TRUE
Q8NEJ9;1;0;0;TRUE;TRUE
Q8NEY8;0;0;1;TRUE;TRUE
Q8NFC6;1;1;0;FALSE;FALSE
Q8NFD5;0;0;1;FALSE;FALSE
Q8NFH5;1;0;1;FALSE;FALSE
Q8NHV4;0;1;0;FALSE;FALSE
Q8NI27;1;1;0;TRUE;FALSE
Q8NI35;1;0;0;FALSE;FALSE
Q8NI36;1;1;1;TRUE;TRUE
Q8TA86;1;0;0;TRUE;TRUE
Q8TAQ2;0;0;1;FALSE;FALSE
Q8TAT6;0;0;1;FALSE;FALSE
Q8TB52;0;0;1;FALSE;FALSE
Q8TB72;1;1;1;TRUE;TRUE
Q8TBC3;0;0;1;FALSE;FALSE
Q8TC07;1;0;0;FALSE;FALSE
Q8TCG1;1;0;1;FALSE;FALSE
Q8TD16;0;1;0;FALSE;FALSE
Q8TD19;1;0;0;FALSE;FALSE
Q8TDB6;0;0;1;FALSE;FALSE
Q8TDD1;1;1;1;TRUE;TRUE
Q8TDN6;1;1;1;TRUE;TRUE
Q8TDY2;1;0;1;FALSE;FALSE
Q8TED0;1;1;1;TRUE;TRUE
Q8TEP8;1;0;0;FALSE;FALSE
Q8TEQ6;1;1;1;TRUE;TRUE
Q8TER5;0;0;1;FALSE;FALSE
Q8TEU7;1;0;0;FALSE;FALSE
Q8TEW0;1;1;1;FALSE;FALSE
Q8TEX9;1;1;1;FALSE;TRUE
Q8TF05;0;0;1;FALSE;FALSE
Q8WTT2;1;1;1;TRUE;TRUE
Q8WU90;1;0;1;TRUE;TRUE
Q8WUA2;1;1;1;TRUE;TRUE
Q8WUA4;1;0;1;FALSE;FALSE
Q8WUF5;0;1;1;FALSE;FALSE
Q8WUI4;0;0;1;FALSE;FALSE
Q8WUM0;1;0;1;FALSE;FALSE
Q8WUM4;1;1;1;FALSE;TRUE
Q8WUM9;0;1;0;FALSE;FALSE
Q8WUQ7;1;0;0;TRUE;TRUE
Q8WVB6;0;0;1;FALSE;FALSE
Q8WVC0;1;1;1;FALSE;FALSE
Q8WVJ2;0;1;0;FALSE;FALSE
Q8WVK2;1;1;0;FALSE;FALSE
Q8WVV9;1;1;1;TRUE;TRUE
Q8WWI1;0;1;1;FALSE;FALSE
Q8WWK9;1;1;0;FALSE;FALSE
Q8WWM7;1;1;1;TRUE;TRUE
Q8WWQ0;1;1;0;FALSE;FALSE
Q8WWY3;1;0;1;TRUE;TRUE
Q8WX93;0;1;1;FALSE;FALSE
Q8WXA9;1;1;0;TRUE;TRUE
Q8WXF1;1;1;1;TRUE;TRUE
Q8WXH0;1;1;1;FALSE;FALSE
Q8WXI9;1;1;1;FALSE;FALSE
Q8WXW3;1;0;0;FALSE;FALSE
Q8WYP5;1;1;1;FALSE;FALSE
Q8WYQ5;1;0;0;TRUE;FALSE
Q8WZA9;1;0;0;FALSE;FALSE
Q92499;1;1;1;TRUE;TRUE
Q92530;0;1;0;FALSE;FALSE
Q92538;1;1;1;FALSE;FALSE
Q92541;1;1;1;TRUE;TRUE
