0	0	0	0	0	0	0	0.4295	1.691	1.772	1.772	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.7408	1.127	2.609	3.382	3.124	1.723	0.5368	0	0	0	0.3221	0.3221	0.3221
0	0	0	0	0	0	0	0.6442	1.449	1.449	1.192	0.6442	0	0	0	0	0	0	0	0
3.237	3.656	3.511	2.706	2.899	2.061	2.738	8.536	12.71	13.05	12.21	9.728	7.94	2.48	0.6442	0	0	0	0	0
0	0	0.4832	0.4832	0.4832	0.4832	0	0.4026	1.192	3.591	4.187	2.835	0.8053	0	0	0	0	0	0	0
0	0	0	0	0	0.3221	0.612	2.045	2.094	2.094	1.385	0.5154	1.288	1.256	0.8697	0.3221	0	0	0	0
0	0	0	0	0	0	1.012	5.701	8.504	9.244	8.665	3.302	1.007	0	0	0	0	0.3221	0.3221	0
0	0	0	0	0	0	0	0.6442	1.031	2.126	2.416	1.127	0.3221	0	0	0	0	0	0	0
0.4187	0.3221	0.3221	0	0	0.3221	0.3221	0.5154	0.9985	1.578	1.578	0.8375	0.3221	0.3221	0	0	0	0	0	0
0	0	0	0	0.3221	1.288	2.947	3.897	4.059	4.348	2.77	0.9019	0.6442	0	0	0	0	0	0	0
36.46	42.1	33.68	12.43	6.668	1.657	0	1.288	2.577	2.931	3.543	2.883	1.047	0.3221	0.3221	0	0	0	0	0
0	0	0	0	0	0	0	0.4509	1.9	5.701	6.861	5.54	4.026	2.818	2.77	2.77	1.16	1.884	2.094	1.353
4.284	6.957	5.283	0.9019	0.3221	0.4832	0.7408	1.643	2.899	3.479	3.124	1.546	0.3221	0.3221	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.5011	0.9341	1.611	1.353	0.9985	0.9663	0.6442	0.3221	0	0	0	0
0	0	0	0	0	0.3221	0.9663	1.675	2.835	4.477	4.606	2.593	0.8375	0.4509	0.3221	0.3221	0.3221	0.7086	1.288	1.16
0	0	0	0	0	0.3221	0.8214	3.591	6.378	6.378	4.107	0.765	0	0	0.4832	0.4832	0.4832	0.7408	0	0
0	0	0	0	0	0	0	2.351	12.11	34.55	37.75	34.24	9.132	1.192	0.6442	0.3681	0	0	0.6084	0.6442
0	0	0	0	0	0	0	0.68	1.288	1.707	1.675	0.9663	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.8589	2.367	3.672	3.962	2.835	1.063	0	0	0	0	0	0	0
0.5798	0.3221	0.3221	0	0	0	0	0	1.145	2.77	3.221	2.802	1.031	0	0	0	0	0	0	0
0.3221	0.3221	0.3221	0.3221	0	0	0	1.031	2.029	3.285	4.671	4.381	1.466	1.192	0.612	0.6442	0.5154	0.3221	0.3221	0
0.3221	0.3221	0.612	0.6442	0.6442	0.6442	0	0.8053	1.772	1.933	1.449	0.8589	0	0	0	0.3221	0.5798	0.9341	0.6442	0.612
0.3221	0.3221	0.3221	0	0	0	0.3221	0.4671	1.305	2.158	2.448	1.466	0.3758	0	0.3221	0.3221	0.3221	0	0	0
0	0	0	0	0	0	0	0	0.4141	0.8536	1.772	1.514	1.095	0.6442	0	0.3221	0.3221	0.6442	0.6442	0.5368
0	0.5798	2.48	2.996	3.221	1.754	0	0	0.3221	1.772	2.577	1.675	0.3543	0.5476	0.9663	1.385	1.449	1.288	0.6442	0
0.3221	0.3221	0	0	0	0	0.3221	0.9341	2.899	3.092	3.124	1.181	0	0	0.5154	2.351	2.512	1.095	0.3221	0.7408
0	0	0	0	0.3221	0.3221	0.5476	1.127	2.384	3.012	2.802	2.126	1.173	0	0	0	0	0.3221	0.3221	0.3221
0.3221	0	0	0	0	0	0	0	1.449	2.094	1.466	0.8375	0.4509	0.3221	0	0	0	0	0	0
0	0	0	0	0	0	0.3221	1.063	1.772	1.772	1.417	0.8053	0.8053	0	0.3221	0.3221	0.4187	0.6442	0.8375	0.9663
0	0	0	0	0	0	0.5905	2.384	2.48	2.126	2.255	0	0	0	0	0	0	0	0	0
1.933	1.321	0.9341	0.3221	0	0	0.6442	3.753	17.35	29.57	30.07	14.82	7.28	3.012	0.7516	0	0	0	0	0
0	0	0	0	0	0	0.4832	0.6442	2.512	7.054	6.925	1.514	0.3221	0	0	0	0	0.3221	0.3221	0.3221
0.1611	0.4509	0.4348	0.3221	0.3221	0	0.3221	1.804	27.93	57.21	57.16	28.18	2.754	1.288	3.688	19.25	22.9	18.02	5.202	0.8214
19.55	7.763	1.047	0.3221	0.3221	0	0	0.7516	1.804	3.221	3.221	1.611	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.3221	0.7086	2.416	4.091	5.444	4.075	0.6764	0.3221	0.3221	0	0	0	0	0
9.067	10.11	11.23	9.405	3.865	0.5154	0	2.631	10.95	14.62	12.06	3.688	0.5154	0	0	0	0	0	0	0
0.5476	0.6442	0.3221	0.3221	0	0	0	0.9663	2.641	4.671	4.671	4.445	2.738	0.7516	0	0	0	0	0	0
0	0.3221	0.3221	0.3221	0.3221	0.3221	0.3221	0.7247	2.287	2.673	2.915	2.19	1.611	1.256	0.4509	0	0	0	0	0
0.3221	0	0	0	0	0.1611	0.2094	0.5798	4.799	8.793	9.599	5.991	3.044	3.575	3.414	1.755	0.5368	0	0	0
4.509	3.173	1.449	0.4832	0	0	0	0	0.9261	1.514	1.482	0.8053	0.5905	0.7362	0.9663	0.9663	0.7408	0.3221	0	0.3221
0	0	0	0	0	0	0.6442	1.659	4.654	8.31	7.956	5.363	4.735	4.203	2.609	1.074	0	0	0	0
0	0	0	0	0	0	0.7516	2.625	5.315	6.297	6.925	6.12	4.445	0.8589	0	0	0	0	0	0
