2.149	1.714	1.497	1.304	0.9174	0.8932	1.062	0.7967	1.111	2.076	2.173	1.593	1.135	0.8208	0.6035	0.2759	0	0	0	0
0.2414	0	0	0.2414	0.2414	0.4587	0.4828	0.7242	1.762	2.559	3.259	3.295	2.487	1.955	1.617	1.4	1.183	0.8932	0.9174	0.9415
3.03	3.525	3.163	2.004	0.7967	0.5794	0.7242	0.7001	1.786	3.537	3.79	3.476	3.283	2.68	2.318	2.656	0	0	0	0
0	0	0	0	0	0.4426	0.9657	1.473	1.883	3.114	3.501	2.704	1.159	0.7001	0.2414	0	0.2414	0.2414	0.2414	0.4587
1.267	0.676	0.7242	0.7242	0.7242	0.7242	0.4104	0.2414	0.6035	1.473	1.376	1.786	0	0	0	0.4024	0.7242	0.9657	0.9174	0.5794
2.221	1.617	1.086	0.6035	0.3621	0.2414	0.507	1.014	2.028	2.39	2.004	1.931	1.328	0.9898	1.159	1.255	1.038	0.7242	0.5311	0.2414
0	0	0.2414	0.2414	0.2414	0.338	0.4828	0.7242	0.676	0.9053	1.569	0.9415	0.7242	0.3259	0.2414	0	0	0	0	0
0.2414	0.2414	0.2414	0.2414	0.2414	0.2414	0.6035	1.014	1.28	1.4	1.014	0.5311	0.3863	0	0	0.2414	0.2414	0.2414	0	0
0.7122	0.9657	1.292	1.328	1.328	1.376	1.666	2.245	2.969	4.973	6.084	6.422	6.084	8.051	7.713	6.47	5.528	3.839	2.583	1.738
1.352	0.7242	0.5794	0.4828	0.4828	0.6518	1.062	2.873	3.114	2.535	0.3621	0.2414	0	0	0	0	0	0.2414	0.2414	0.2414
0	0	0	0	0	1.449	1.449	0.676	0.4828	1.159	1.569	1.835	1.617	0.9898	0.3018	0	0	0	0	0
0.2414	0.2414	0	0.4828	0.4828	0.4587	0.5553	0.9415	0.9898	1.28	1.376	1.521	1.617	1.368	0	0	0.2414	0.2414	0.2414	0
0	0.2414	0.5311	0.9657	1.328	1.738	1.376	1.883	2.197	3.621	4.611	3.863	3.452	3.887	4.418	5.48	5.142	2.849	0.2414	0.2414
0.4828	0.4828	0.9053	1.135	0.7967	0.7242	0.5794	0.7001	1.231	2.704	4.201	4.72	3.911	1.883	1.448	0.8691	0.6035	0.676	0.507	0.2414
0	0.4828	0.7001	1.786	1.859	1.557	1.255	1.738	3.67	4.273	3.923	3.09	2.619	2.318	2.33	1.738	1.316	0.9898	1.521	2.052
3.959	2.861	1.521	1.195	1.207	1.255	1.304	1.69	2.293	2.462	2.535	1.823	1.183	0.9657	0.7725	0.5553	0.5311	0.3863	0.4828	0.5311
0.507	0.3863	0.5311	0.4828	0.6035	0.8691	0.9657	0.7725	0.8329	2.499	3.042	3.573	4.732	5.794	5.432	4.466	4.225	3.175	2.414	1.811
0.9174	2.607	3.114	3.621	4.901	5.794	5.372	4.394	4.176	3.09	2.318	1.786	1.231	1.038	1.086	0.9898	0.8087	0.9657	0.9415	1.424
0	0.2414	0.2414	0.2414	0.3621	0.2414	0.1509	0	1.449	1.98	2.221	1.811	1.255	1.086	0.676	0.507	0.2414	0.2414	0	0
0	0	0	0	0	0	1.1	1.642	2.366	2.656	1.786	1.086	0.9657	0.676	0.8208	0.7967	1.183	1.449	0	0
0.845	0.7363	0.5794	0.6035	0.338	0.2414	0.2414	0.4104	1.014	1.63	1.811	1.859	1.292	1.183	1.135	0.9657	0.9657	0.9415	0.7001	0.3863
0.3621	0.3621	0.3621	0.2535	0.2414	0.4828	0.7242	1.69	2.873	3.38	2.704	2.124	1.304	0.9174	0.3219	0	0	0.2414	0.2414	0.4587
